drug_name,adr_text,smiles
BUMETANIDA,syndrome. Myelodysplasti,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
BUMETANIDE,. Pyrexia. sinu. mellitus. Weigh. diabete. haemorrhage. t. haemorrhagic. Abdomina. Melaena. stroke. fibrillation. Haematochezia. distension. Atria. increased. Typ. interaction. Fatigue. stimuli. Dru. Sic. Diarrhoe. Hospitalisation. Recta. Flatulence. syndrome. Unresponsiv. Ischaemi. Hypotonia,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
BUMEX,Weigh. decreased,CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
BUPIVACAINE,lif. fracture. statu. Ri. Gai. disturbance. Malnutrition. Fall. Pain. Qualit. decreased. Performanc. o. Blister,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
BUPROPION,Feelin. Dizziness. abuse. incomplete. Dru. Spina. disorder. Headache. effec. abnormal. Convulsion,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
BUPROPION HCL,trac. Urinar. infection. Wound,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Cl
BUPROPION HYDROCHLORIDE,Paraesthesia. Woun. infection. Malaise,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Cl
BUPROPION SR,dispensin. error. Dru. Anaphylactoi. reaction,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
BUSCOPAN,swelling. Fatigue. Gai. disturbance. Loca,CCCC[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C.[Br-]
BUSPAR,Join. Tongu. failur. Los. consciousness. Dysarthria. acute. Dehydration. Platele. Headache. Haemoglobi. abnormal. Swolle. o. Rena. ineffective. Fall. Gai. disturbance. Dru. detoxification. Electrolyt. decreased. coun. syndrome. Laceration. tongue. Alcoho. imbalance. injury. withdrawa. hypersensitivity. Convulsion,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl
BUSPIRONE,peripheral. Insulinoma. coma. Gai. disturbance. Hypoglycaemi. Oedem,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
BUSPIRONE HCL,Influenz. illness. event. lik. Advers,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl
BUSPIRONE HYDROCHLORIDE,Vitami. Paraesthesia. . Hypoaesthesia. ideation. Suicida. Arthralgia. deficiency. Myalgia. Hypergammaglobulinaemia. Nephrolithiasis,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4.Cl
BUSULFAN,Cytomegaloviru. B. haemorrhage. graf. haemorrhagic. recurrent. viru. Pulmonar. hos. Acut. alveola. disease. infection. ineffective. Cystiti. Dru. Pneumonia. versu. leukaemi. myeloi. Adenoviru. Graf,CS(=O)(=O)OCCCCOS(=O)(=O)C
BUSULFEX,use. Lun. disorder. Infection. Hepatotoxicity. Cardiotoxicity. graf. Mucosa. Venoocclusiv. Nephropath. Malignan. hos. progression. Acut. neoplas. Transplan. labe. Chroni. Neurotoxicity. disease. toxic. inflammation. versu. Gastrointestina. Death. failure. toxicity. Of,CS(=O)(=O)OCCCCOS(=O)(=O)C
BYDUREON,appetite. Injectio. Weigh. process. i. sit. Malaise. nodule. Urticaria. Los. consciousness. Decrease. dru. o. increased. extravasation. usag. pruritus. techniqu. decreased. Bloo. Cardia. glucos. Hypersensitivity. Diarrhoea. aneurysm. Wron,CC[C@H](C)[C@@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCC[C@H]3C(=O)N[C@@H](CO)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](C)C(=O)N4CCC[C@H]4C(=O)N5CCC[C@H]5C(=O)N6CCC[C@H]6C(=O)N[C@@H](CO)C(=O)N)NC(=O)[C@H](CC7=CC=CC=C7)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@H](CCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC8=CC=CC=C8)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)CNC(=O)[C@H](CC9=CNC=N9)N
BYETTA,Pancreati. carcinoma. cancer. Thyroi,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)N6CCCC6C(=O)NC(CO)C(=O)N)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC8=CC=CC=C8)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC9=CNC=N9)N
BYSTOLIC,Nec. Insomnia. oedema. Flui. Dizziness. retention. Weigh. Dyspnoea. Muscl. incontinence. Influenza. haemorrhage. Cellulitis. Overdose. Abdomina. surgery. Pulmonar. Melaena. peripheral. Haematochezia. Oedem. Platele. Headache. Faeca. pain. increased. interaction. infection. Fatigue. Cerebella. Gai. disturbance. Dru. Respirator. decreased. coun. Pneumonia. spasms. Lowe. Hypersensitivity. Hear. Diarrhoea. failure. Kidne. effec. ataxia. gastrointestina. rat. Nephrolithiasis,C1CC2=C(C=CC(=C2)F)O[C@H]1[C@@H](CNC[C@H]([C@@H]3CCC4=C(O3)C=CC(=C4)F)O)O.Cl
CADUET,. prescribin. Fatigue. error. mellitus. diabete. Dyspnoea. Haemoptysis. Dru. hypersensitivity. Typ,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
CAELYX,dermatomyositis. Paraneoplasti,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl
CAFFEINE,haemorrhag. Intraventricula. neonatal,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
CALBLOCK,Haemoglobi. decreased,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C
CALCITONIN-SALMON,abnormal. Laborator. tes. Vertigo,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CO)CC(C)C)CC(=O)N)CO)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC3=CC=C(C=C3)O)C(=O)N4CCC[C@H]4C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N5CCC[C@H]5C(=O)N)O
CALCITRIOL,Pyrexia. Azotaemia. epiderma. Pulmonar. Purpura. deterioration. necrolysis. Nikolsky^. healin. Leukopenia. arrest. Woun. Inflammation. Blister. Rena. sepsis. Tachyarrhythmia. Genera. exfoliation. erosion. lesion. healt. Hyperglycaemia. Cardia. sign. physica. failure. Conjunctivitis. normal. Toxi. Ski,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
CALCIUM,. Clavicl. Pneumoni. Mobilit. Bon. Visio. Neuropath. Transaminase. Muscl. positive. Toot. mycoti. swelling. Memor. cel. tuberculosi. Atria. abnormal. Paraesthesia. Vomiting. trac. Dru. Advers. Cardia. spasms. Death. Gallbladde. erythrodysaesthesi. infarction. Rash. Diarrhoea. Conjunctivitis. Pai. Join. Toxicit. diabete. Dyspnoea. Malaise. Lacrimatio. Multi-orga. Spondylitis. Nasa. fracture. transplant. progression. distress. Platele. Haemoglobi. Chroni. Typ. metastatic. infection. ineffective. mouth. Gai. congestion. aspergillosis. agents. Parkinsonism. Splenomegaly. decreased. tes. discomfort. impaired. Osteopenia. blurred. Cholecystitis. Cough. Pain. Tremor. impairment. failure. supplementation. Flui. pulmonar. Weigh. mellitus. Haemorrhage. disorder. cance. Glaucoma. comple. viru. zoster. peripheral. Diseas. Decrease. Arthralgia. Ja. densit. Bronchopulmonar. Anaemia. Depresse. disease. Flushing. Fatigue. Hypoaesthesia. disturbance. Contusion. Alopecia. Myalgia. coun. Bloo. Asthenia. Pneumonia. Nausea. Oxyge. Dr. Osteoporosis. Vulvovagina. Hypoxia. Constipation. Mycobacteriu. event. Arthropathy. Hypokalaemia. Oedem. use. Hi. Ste. appetite. mood. i. incontinence. Depression. Urinar. t. Aspiration. Myocardia. Herpe. cancer. Ches. Rhinorrhoea. Activitie. fibrillation. Emotiona. replacement. variou. Dehydration. labe. Headache. Faeca. o. increased. livin. Fall. aspiration. Respirator. dail. syndrome. extremity. Ful. obstructiv. Thyroi. Concussion. intolerance. Of. Palmar-planta. bloo,[Ca]
CALCIUM CARBONATE,Woun. Pyrexia. acidosis. Injectio. N. therapeuti. Menta. Azotaemia. Dyspnoea. haemorrhage. sit. Incorrec. systemi. epiderma. Nephrogeni. administered. nodule. dos. administration. Pulmonar. Purpura. deterioration. necrolysis. Tuberculosi. statu. Nikolsky^. healin. response. Inflammation. changes. Hepatiti. Leukopenia. Rena. fulminant. Metaboli. system. pain. o. reaction. rout. dru. arrest. Blister. interaction. sepsis. Tachyarrhythmia. Angioedema. ineffective. exfoliation. Genera. erosion. Dru. lesion. healt. Cerebrovascula. Recta. Asthenia. Hyperglycaemia. Shock. Cardia. sign. accident. centra. physica. fibrosis. nervou. failure. Conjunctivitis. normal. Toxi. Ski,C(=O)([O-])[O-].[Ca+2]
CALCIUM CITRATE,interaction. Adenocarcinom. Dru. pancreas. Haemorrhage,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Ca+2].[Ca+2].[Ca+2]
CALCIUM FOLINATE,Metastase. t. lymp. nodes,C1C(N(C2=C(N1)N=C(NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-].[Ca+2]
CALCIUM GLUCONATE,Menta. statu. changes,C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2]
CALCIUM L-ASPARTATE,encephalopathy. Los. consciousness. Hypoxic-ischaemi. o,C([C@@H](C(=O)[O-])N)C(=O)[O-].[Ca+2]
CALONAL,. Cytomegaloviru. Stomatiti. Pyrexia. Oropharyngea. pregnancy. Febril. Corynebacteriu. mellitus. Ora. Erythema. associate. Hyposmia. haemorrhage. Tongu. degenerativ. Scab. disorder. multiforme. blistering. antibod. positive. Mucou. viru. swelling. death. Stevens-Johnso. Entera. Hypophagia. Li. Interstitia. Hepatiti. neutropenia. pain. nutrition. Dermatitis. Blister. sepsis. disease. Vomiting. Ageusia. mucos. ulceration. Diabete. exposur. lun. Cheilitis. erosion. coated. durin. Foeta. Bronchopneumonia. syndrome. tes. lymphoproliferativ. membran. Erythem. Penil. necrotising. Epstein-Bar. face. Cough. Mout. Dysgeusia. Swellin. mucosa. Ski,CC(=O)NC1=CC=C(C=C1)O
CALTRATE,interaction. Gastrointestina. haemorrhage. Dru,C(=O)([O-])[O-].[Ca+2]
CAMPTOTHECIN,leukaemia. myeloi. malignancy. primar. Acut. Secon,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
CANDESARTAN CILEXETIL,spasms. Muscl,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6
CAPECITABINE,Metastase. effusion. infiltration. Lun. bone. liver. progression. Dyspnoea. t. disorder. syste. Pleura. Nervou. Diseas,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O
CAPTOPRIL,wit. an. reactio. Dru. hypersensitivity. systemi. symptoms. eosinophili,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O
CAPZASIN HP ARTHRITIS PAIN RELIEF,bur. injury. o. skin. Chemica,CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC
CARBAMAZEPINE,Nec. Insomnia. Diplopia. Muscula. poisoning. disorder. Obsessive-compulsiv. Bradykinesia. Activitie. Memor. Irritability. live. pain. Lethargy. o. increased. hypotension. Paraesthesia. interaction. livin. Fatigue. Dermatillomania. Ataxia. Orthostati. Dru. leve. Bac. dail. behaviour. weakness. impaired. Somnolence. injury. Abnorma. impairment. Convulsion. Drug-induce. Chemica,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
CARBIDOPA AND LEVODOPA,state. Depression. Haemorrhage. disorder. Re. Diseas. Confusiona. progression. Movemen. cel. Musculoskeleta. Fatigue. decreased. coun. Advers. Dyskinesia. Tremor. stiffness. event. bloo,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN.C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
CARBIDOPA LEVODOPA,Dizziness. Fatigue. Produc. issue. Asthenia. qualit,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN.C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O
CARBOCISTEINE,tightness. Dyspnoea. Throa,C([C@@H](C(=O)O)N)SCC(=O)O
CARBOLITHIUM,abuse. Intentiona. Hypotension. Dru. Overdose. self-injury. Coma,[Li+].[Li+].C(=O)([O-])[O-]
CARBOPLATIN,use. Febril. upper. Erythema. Dyspnoea. pai. Neutropenia. cancer. Ches. Abdomina. Diseas. leukaemia. progression. Non-smal. Acut. cel. Dehydration. labe. neutropenia. pain. Secon. Anaemia. Papilloedema. effusion. Flushing. malignancy. primar. lun. Myelodysplasti. Thrombocytopenia. Recta. behaviour. Pneumonitis. syndrome. Pneumonia. Nausea. tenesmus. myeloi. Hypersensitivity. Cough. Abnorma. Of. Pleura,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
CARDENALIN,Haemoglobi. decreased,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O
CARDENSIEL,Pneumococca. Internationa. Dyspnoea. neoplasm. Epistaxis. Benig. Hypoalbuminaemia. increased. effusion. infection. discharge. oesophagea. normalise. Hepatocellula. Asthenia. Filariasis. Purulen. Cholestasis. rati. injury. Pleura,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
CARDICOR,. mellitus. diabete. Typ,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=C/C(=O)O)\C(=O)O
CARDIOASPIRIN,state. ulcer. haemorrhage. Gastriti. failur. Overdose. Confusiona. Melaena. peripheral. Apraxia. Cerebra. acute. Obsessiv. Duodena. Rena. erosive. Subarachnoi. Hyperpyrexia. abuse. Dru. Vertigo. Asthenia. Gastrointestina. Sepsis. thoughts. Haematemesis. Hypokalaemia. Oedem,CC(=O)OC1=CC=CC=C1C(=O)O
CARDIZEM,Join. Colitis. Tongu. systemi. failur. Glaucoma. Herpe. Nephrogeni. Lacrimatio. Abdomina. viru. peripheral. Los. event. ischaemi. consciousness. Dysarthria. acute. Dehydration. Headache. pain. arrest. Swolle. o. increased. Rena. infection. ineffective. Fatigue. Fall. Gai. disturbance. Dru. detoxification. Electrolyt. syndrome. Laceration. Advers. Nausea. Cardia. tongue. Alcoho. imbalance. injury. withdrawa. Rash. Pain. fibrosis. attack. Convulsion. Investigation. Transien. Oedem,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC
CARDIZEM CD,Nasa. sinu. Paranasa. Weigh. congestion. Cough. Bronchitis. decreased. hypersecretion,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl
CARDURA,Gastrooesophagea. disease. infection. Fatigue. trac. reflu. Sinusitis. carcinoma. infarction. Urinar. Myocardia. Wound. Headache. Pancreati,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O
CARDURA XL,administratio. error. retention. Death. operation. Prostati. Dru. Urinar. Prostat. Dysuria. cancer,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O
CARMELLOSE,Flui. infection. Febril. pneumonia. Corynebacteriu. Pharyngitis. overload. Enterobacte. neutropenia. Infecte. cyst,CC(=O)O.C(C(C(C(C(C=O)O)O)O)O)O
CARNITINE,Haemorrhage. interaction. Dru,C[N+](C)(C)CC(CC(=O)[O-])O
CARTIA,interaction. haemorrhage. Dru. Haematochezia. Haemorrhoida,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl
CARTIA XT,Haemorrhage. interaction. Dru,CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl
CARVEDILOL,haemorrhage. Influenza. Haemorrhage. Myocardia. palsy. intestina. Gastri. Hepati. Agranulocytosis. increased. Uppe. interaction. Smal. Transfusion. Dru. Trigemina. enzym. Gastrointestina. Death. infarction. gastrointestina,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O
CASODEX,Clostridiu. Injectio. N. therapeuti. Dyspnoea. sit. Incorrec. failur. nodule. administration. Mitra. Tricuspi. Arthralgia. response. Interstitia. Dehydration. difficil. pain. dru. rout. reaction. Dermatitis. o. incompetence. Eczema. disease. infection. ineffective. lun. Dru. valv. decreased. congestive. Nausea. Cardia. Hear. Diarrhoea. rat,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
CATAPRES,Dehydration,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
CAYSTON,pulmonar. Infectiv. cysti. fibrosis. o. exacerbatio,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N
CECLOR,deterioration. Vomiting. Deformity. Genera. Migraine. Dru. Cerebra. haemorrhage. physica. healt. hypersensitivity. Headache. Injury. pain. Abdomina,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)Cl
CEFAZOLIN,Vitami. . Pyrexia. sinu. Internationa. t. stroke. fibrillation. Atria. interaction. stimuli. Dru. Sic. deficiency. normalise. decreased. syndrome. Unresponsiv. Ischaemi. rati. Hypotonia,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=NN=N4)SC2)C(=O)O
CEFEPIME,Menta. Cardio-respirator. statu. Death. failure. Respirator. changes. Septi. arrest. shock,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-]
CEFMETAZOLE,Pyelonephritis. Norma. pregnancy. exposur. Materna. durin. newborn,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSCC#N)OC)SC2)C(=O)O
CEFPROZIL,Diarrhoea. Fatigue. Furuncle,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O
CEFTAZIDIME,Nephrogeni. systemi. fibrosis,CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
CEFTIN,Insomnia. ideation. Weigh. Suicida. Dru. Pemphigoid. Depression. hypersensitivity. decreased,CC(OC(=O)C)OC(=O)C1=C(CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(=N\OC)/C3=CC=CO3)COC(=O)N
CEFTRIAXONE,state. Pyrexia. Pneumoni. sinu. pregnancy. Materna. Dee. t. Amnioti. neonatal. newborn. Intraventricula. stain. Meningitis. Pyelonephritis. Pulmonar. Confusiona. stroke. fibrillation. death. birt. Thrombophlebiti. superficial. vei. Atria. distres. infection. Meconiu. Abortio. exposur. stimuli. Sic. durin. aspiration. haemorrhag. weigh. baby. Foeta. decreased. syndrome. saturatio. Unresponsiv. embolism. Norma. Ischaemi. Oxyge. Sepsis. Listeriosis. Death. thrombosis. late. Lo. cavit. Hypotonia,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)O
CEFUROXIME,spasms. Dru. Muscl. hypersensitivity. Pneumonia. Presyncope,CO/N=C(/C1=CC=CO1)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O
CELEBREX,. Bon. process. Ora. Hypoacusis. Toot. Aphonia. Feelin. swelling. Memor. Prostati. cel. Atria. abnormal. Transfusion. Dru. techniqu. weight. Gastrointestina. Death. los. Rash. Diarrhoea. Arthritis. Pai. Ski. cuf. Fibromyalgia. upper. pai. Dee. haemorrhage. heigh. tendenc. Malaise. Pruritus. Spondylitis. Urticaria. Nasa. reflu. Haemoglobi. usag. ineffective. congestion. Swelling. Finge. decreased. impaired. thrombosis. deformity. Pain. impairment. bruise. Cataract. Dizziness. Weigh. Erythema. Sinu. eye. Epistaxis. disorder. Glaucoma. surgery. Abdomina. carcinoma. vei. disease. produc. Diverticulitis. Foo. Basa. Gastrooesophagea. Rotato. Dr. Abnorma. Constipation. Nasopharyngitis. Arthropathy. Wron. Vitami. use. appetite. Incontinence. i. t. cancer. Ches. Activitie. Increase. fibrillation. labe. pain. o. Musculoskeleta. increased. livin. Loca. dail. syndrome. Blindness. extremity. hypersensitivity. Of. Bod,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
CELECOX,Lymphoproliferativ. disorder. Q. encephalopathy. Los. misuse. Intentiona. anaemia. consciousness. Iro. Chroni. ski. deficienc. o. prolonged. Electrocardiogra. Rena. Hyperkalaemia. produc. eruption. Hypoxic-ischaemi. decreased. Bloo. Enterocoliti. bacterial. impairment. potassiu. gastritis. Toxi,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
CELECOXIB,Pneumonia,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F
CELESTAMINE,Stomatiti. Pyrexia. Oropharyngea. Ora. Erythema. haemorrhage. Tongu. degenerativ. Scab. disorder. multiforme. blistering. Mucou. swelling. Stevens-Johnso. Entera. Hypophagia. Li. pain. nutrition. Dermatitis. Blister. mucos. Vomiting. ulceration. Cheilitis. erosion. coated. Bronchopneumonia. syndrome. membran. Erythem. Penil. necrotising. face. Cough. Mout. Swellin. mucosa. Ski,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C.CN(C)CC[C@@H](C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C\C(=O)O)\C(=O)O
CELEXA,Intracrania. Weigh. Dysstasia. fiel. defect. Depression. Anhedonia. systemi. Nephrogeni. Crying. Abdomina. deterioration. Urticaria. Activitie. Emotiona. fracture. statu. distress. Injury. pain. Brai. o. Blister. increased. Papilloedema. Flushing. livin. Vomiting. ineffective. Genera. lif. Gai. Ri. disturbance. Visua. Dru. Fall. healt. Myalgia. Cerebrovascula. pressur. dail. decreased. Performanc. Malnutrition. Advers. Nausea. impaired. accident. Somnolence. physica. fibrosis. injury. Pain. Qualit. event,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F.Br
CELLCEPT,Congestiv. sinu. Weigh. Dyspnoea. systemi. Nephrogeni. Ches. Nasa. Paranasa. abnormal. Live. functio. hypersecretion. congestion. cardiomyopathy. decreased. tes. discomfort. Cough. fibrosis. Bronchitis,CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O
CEPHALEXIN,Pulmonar. mouth. Weigh. Dr. Dysgeusia. Dru. Eatin. eye. disorder. hypersensitivity. decreased. nutrition. Parentera. embolism,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O
CEPHULAC,deterioration. Anxiety. Pulmonar. Genera. Emotiona. Dyspnoea. physica. distress. healt. Pain. Injury. pain. Abdomina. embolism,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@]([C@H]2O)(CO)O)CO)O)O)O)O
CERAZETTE,use. administratio. error. Dru. Thyroi. neoplasm. nodul. labe. Of. removal. Metrorrhagia,CC[C@]12CC(=C)[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CCCC[C@H]34
